Word,Part of Speech
orr,Noun
orrery,Noun
orris,Noun
orrisroot,Noun
orson welles,Noun
ortalis,Noun
ortega,Noun
ortega y gasset,Noun
orthicon,Noun
orthilia,Noun
orthoboric acid,Noun
orthochorea,Noun
orthochromatic film,Noun
orthoclase,Noun
orthodontia,Noun
orthodontic,Adjective
orthodontic braces,Noun
orthodontic treatment,Noun
orthodontics,Noun
orthodontist,Noun
orthodonture,Noun
orthodox,Adjective
orthodox catholic church,Noun
orthodox church,Noun
orthodox jew,Noun
orthodox judaism,Noun
orthodox sleep,Noun
orthodoxy,Noun
orthoepist,Noun
orthoepy,Noun
orthogonal,Adjective
orthogonal opposition,Noun
orthogonality,Noun
orthographic,Adjective
orthography,Noun
orthomolecular,Adjective
orthomorphic projection,Noun
orthomyxovirus,Noun
orthopaedic,Adjective
orthopaedics,Noun
orthopaedist,Noun
orthopedic,Adjective
orthopedical,Adjective
orthopedics,Noun
orthopedist,Noun
orthophosphate,Noun
orthophosphoric acid,Noun
orthophosphorous acid,Noun
orthopnea,Noun
orthopristis,Noun
orthopristis chrysopterus,Noun
orthopter,Noun
orthoptera,Noun
orthopteran,Noun
orthopteron,Noun
orthopterous insect,Noun
orthoptic,Adjective
orthoptics,Noun
orthoptist,Noun
orthoscope,Noun
orthostatic,Adjective
orthostatic hypotension,Noun
orthotomus,Noun
orthotomus sutorius,Noun
orthotropous,Adjective
orthotropous ovule,Noun
ortilis vetula macalli,Noun
ortolan,Noun
ortolan bunting,Noun
ortygan,Noun
orudis,Noun
orudis kt,Noun
orumiyeh,Noun
oruvail,Noun
orville wright,Noun
orwell,Noun
orwellian,Adjective
orycteropodidae,Noun
orycteropus,Noun
orycteropus afer,Noun
oryctolagus,Noun
oryctolagus cuniculus,Noun
oryx,Noun
oryx gazella,Noun
oryza,Noun
oryza sativa,Noun
oryzomys,Noun
oryzomys palustris,Noun
oryzopsis,Noun
oryzopsis hymenoides,Noun
oryzopsis miliacea,Noun
orzo,Noun
os,Noun
os breve,Noun
os capitatum,Noun
os frontale,Noun
os hamatum,Noun
os hyoideum,Noun
os ischii,Noun
os longum,Noun
os lunatum,Noun
os nasale,Noun
os palatinum,Noun
os pisiforme,Noun
os pubis,Noun
os scaphoideum,Noun
os sesamoideum,Noun
os sphenoidale,Noun
os tarsi fibulare,Noun
os temporale,Noun
os trapezium,Noun
os trapezoideum,Noun
os triquetrum,Noun
os zygomaticum,Noun
osage,Noun
osage orange,Noun
osage river,Noun
osaka,Noun
osaka bay,Noun
osama bin laden,Noun
osasco,Noun
osborne,Noun
oscan,Noun
oscan-speaking,Adjective
oscar,Noun
oscar fingal o'flahertie wills wilde,Noun
oscar hammerstein,Noun
oscar hammerstein ii,Noun
oscar palmer robertson,Noun
oscar robertson,Noun
oscar wilde,Noun
oscheocele,Noun
oscheocoele,Noun
oscillate,Verb
oscillating,Adjective
oscillation,Noun
oscillator,Noun
oscillatoriaceae,Noun
oscillatory,Adjective
oscillogram,Noun
oscillograph,Noun
oscilloscope,Noun
oscine,Adjective/Noun
oscine bird,Noun
oscines,Noun
oscitance,Noun
oscitancy,Noun
oscitant,Adjective
osco-umbrian,Noun
osculate,Verb
osculating circle,Noun
osculation,Noun
osculator,Noun
osha,Noun
osier,Noun
osip emilevich mandelstam,Noun
osip mandelstam,Noun
osiris,Noun
oslo,Noun
osman i,Noun
osmanli,Noun
osmanthus,Noun
osmanthus americanus,Noun
osmeridae,Noun
osmerus,Noun
osmerus eperlanus,Noun
osmerus mordax,Noun
osmiridium,Noun
osmitrol,Noun
osmium,Noun
osmoreceptor,Noun
osmosis,Noun
osmotic,Adjective
osmotic pressure,Noun
osmotically,Adverb
osmund,Noun
osmunda cinnamonea,Noun
osmunda clatonia,Noun
osmunda regalis,Noun
osmundaceae,Noun
osprey,Noun
osseous,Adjective
osseous labyrinth,Noun
osseous tissue,Noun
ossete,Noun
ossicle,Noun
ossicular,Adjective
ossiculate,Adjective
ossiculum,Noun
ossiferous,Adjective
ossification,Noun
ossified,Adjective
ossify,Verb
osso buco,Noun
ossuary,Noun
ostariophysi,Noun
osteal,Adjective
osteichthyes,Noun
osteitis,Noun
osteitis deformans,Noun
ostensible,Adjective
ostensibly,Adverb
ostensive,Adjective
ostensive definition,Noun
ostensorium,Noun
ostentate,Verb
ostentation,Noun
ostentatious,Adjective
ostentatiously,Adverb
ostentatiousness,Noun
osteoarthritis,Noun
osteoblast,Noun
osteoblastoma,Noun
osteochondroma,Noun
osteoclasis,Noun
osteoclast,Noun
osteocyte,Noun
osteodystrophy,Noun
osteogenesis imperfecta,Noun
osteogenic sarcoma,Noun
osteoglossidae,Noun
osteoglossiformes,Noun
osteologer,Noun
osteologist,Noun
osteology,Noun
osteolysis,Noun
osteoma,Noun
osteomalacia,Noun
osteomyelitis,Noun
osteopath,Noun
osteopathist,Noun
osteopathy,Noun
osteopetrosis,Noun
osteophyte,Noun
osteoporosis,Noun
osteosarcoma,Noun
osteosclerosis,Noun
osteosclerosis congenita,Noun
osteostracan,Noun
osteostraci,Noun
osteotomy,Noun
ostiarius,Noun
ostiary,Noun
ostinato,Noun
ostiole,Noun
ostler,Noun
ostomy,Noun
ostraciidae,Noun
ostracise,Verb
ostracism,Noun
ostracize,Verb
ostracod,Noun
ostracoda,Noun
ostracoderm,Noun
ostracodermi,Noun
ostrava,Noun
ostrea,Noun
ostrea gigas,Noun
ostreidae,Noun
ostrich,Noun
ostrich fern,Noun
ostrogoth,Noun
ostrya,Noun
ostrya carpinifolia,Noun
ostrya virginiana,Noun
ostryopsis,Noun
ostwald,Noun
ostwald's theory of indicators,Noun
ostyak,Noun
ostyak-samoyed,Noun
oswald,Noun
oswald spengler,Noun
oswald veblen,Noun
oswego tea,Noun
otaheite arrowroot,Noun
otaheite arrowroot starch,Noun
otalgia,Noun
otaria,Noun
otaria byronia,Noun
otariidae,Noun
otc,Adjective
otc market,Noun
otc security,Noun
otc stock,Noun
othello,Noun
other,Adjective
other than,Adverb
otherness,Noun
otherwise,Adjective/Adverb
otherworld,Noun
otherworldliness,Noun
otherworldly,Adjective
othman i,Noun
otho,Noun
otho i,Noun
otho of lagery,Noun
othonna,Noun
otic,Adjective
otic ganglion,Noun
otides,Noun
otididae,Noun
otiose,Adjective
otis,Noun
otis skinner,Noun
otis tarda,Noun
otitis,Noun
otitis externa,Noun
otitis interna,Noun
otitis media,Noun
oto,Noun
otoe,Noun
otoganglion,Noun
otolaryngologist,Noun
otolaryngology,Noun
otologist,Noun
otology,Noun
otoplasty,Noun
otorhinolaryngologist,Noun
otorhinolaryngology,Noun
otorrhea,Noun
otosclerosis,Noun
otoscope,Noun
ototoxic,Adjective
ottar,Noun
ottava rima,Noun
ottawa,Noun
ottawa river,Noun
otter,Noun
otter hound,Noun
otter shrew,Noun
otterhound,Noun
ottmar mergenthaler,Noun
otto frisch,Noun
otto fritz meyerhof,Noun
otto hahn,Noun
otto heinrich warburg,Noun
otto i,Noun
otto jespersen,Noun
otto loewi,Noun
otto meyerhof,Noun
otto neumann sverdrup,Noun
otto robert frisch,Noun
otto the great,Noun
otto von bismarck,Noun
otto wagner,Noun
ottoman,Adjective/Noun
ottoman dynasty,Noun
ottoman empire,Noun
ottoman turk,Noun
ottorino respighi,Noun
ottumwa,Noun
otus,Noun
otus asio,Noun
otus scops,Noun
otus sunia,Noun
ouachita,Noun
ouachita river,Noun
oubliette,Noun
ouguiya,Noun
ouija,Noun
ouija board,Noun
oujda,Noun
ounce,Noun
our lady's bedstraw,Noun
our lady's mild thistle,Noun
our lord's candle,Noun
ouranopithecus,Noun
ouranos,Noun
ouse,Noun
ouse river,Noun
ousel,Noun
oust,Verb
ouster,Noun
ousting,Noun
out,Adjective/Adverb/Noun/Verb
out and away,Adverb
out front,Adverb
out in,Verb
out loud,Adverb
out of,Adverb
out of bounds,Noun
out of doors,Adverb
out of gear,Adjective
out of hand,Adverb
out of nothing,Adverb
out of place,Adjective/Adverb
out of play,Adjective
out of practice,Adjective
out of print,Adjective
out of reach,Adjective
out of sight,Adjective/Adverb
out of stock,Adjective
out of the blue,Adjective/Adverb
out of the question,Adjective
out of the way,Adverb
out of thin air,Adverb
out of true,Adjective
out of use,Adjective
out of view,Adverb
out of wedlock,Adverb
out of whack,Adjective
out of work,Adjective
out or keeping,Adjective
out to,Adjective
out-and-out,Adjective
out-and-outer,Noun
out-basket,Noun
out-herod,Verb
out-migration,Noun
out-of-body experience,Noun
out-of-bounds,Adjective
out-of-court settlement,Noun
out-of-date,Adjective
out-of-door,Adjective
out-of-doors,Noun
out-of-pocket,Adjective
out-of-school,Adjective
out-of-the-box thinking,Noun
out-of-the-way,Adjective
out-of-town,Adjective
out-tray,Noun
outage,Noun
outaouais,Noun
outback,Adjective/Noun
outbalance,Verb
outbid,Verb
outboard,Adjective/Noun
outboard motor,Noun
outboard motorboat,Noun
outbound,Adjective
outbrave,Verb
outbreak,Noun
outbred,Adjective
outbuilding,Noun
outburst,Noun
outcall,Verb
outcast,Adjective/Noun
outcaste,Adjective/Noun
outclass,Verb
outclassed,Adjective
outcome,Noun
outcrop,Noun/Verb
outcropping,Noun
outcry,Noun/Verb
outdated,Adjective
outdistance,Verb
outdo,Verb
outdoor,Adjective
outdoor game,Noun
outdoor man,Noun
outdoor sport,Noun
outdoor stage,Noun
outdoors,Adverb/Noun
outdoorsman,Noun
outdoorswoman,Noun
outdoorsy,Adjective
outdraw,Verb
outer,Adjective
outer boundary,Noun
outer ear,Noun
outer garment,Noun
outer hebrides,Noun
outer mongolia,Noun
outer planet,Noun
outer space,Noun
outercourse,Noun
outermost,Adjective
outerwear,Noun
outface,Verb
outfall,Noun
outfield,Noun
outfielder,Noun
outfight,Verb
outfit,Noun/Verb
outfitted,Adjective
outfitter,Noun
outfitting,Noun
outflank,Verb
outflow,Noun
outflowing,Adjective
outfox,Verb
outgeneral,Verb
outgo,Noun/Verb
outgoer,Noun
outgoing,Adjective
outgrow,Verb
outgrowth,Noun
outguess,Verb
outhouse,Noun
outing,Noun
outlander,Noun
outlandish,Adjective
outlandishly,Adverb
outlandishness,Noun
outlast,Verb
outlaw,Adjective/Noun/Verb
outlawed,Adjective
outlawry,Noun
outlay,Noun
outlet,Noun
outlet box,Noun
outlier,Noun
outline,Noun/Verb
outlined,Adjective
outlive,Verb
outlook,Noun
outlying,Adjective
outmaneuver,Verb
outmanoeuvre,Verb
outmarch,Verb
outmatch,Verb
outmode,Verb
outmoded,Adjective
outmost,Adjective
outnumber,Verb
outpace,Verb
outpatient,Noun
outperform,Verb
outplay,Verb
outpoint,Verb
outport,Noun
outpost,Noun
outpouring,Noun
output,Noun/Verb
output contract,Noun
output device,Noun
output file,Noun
output program,Noun
output routine,Noun
output signal,Noun
output-to-input ratio,Noun
outrage,Noun/Verb
outraged,Adjective
outrageous,Adjective
outrageously,Adverb
outrageousness,Noun
outrange,Verb
outrank,Verb
outre,Adjective
outreach,Noun
outride,Verb
outrider,Noun
outrigged,Adjective
outrigger,Noun
outrigger canoe,Noun
outright,Adjective/Adverb
outrival,Verb
outroar,Verb
outrun,Verb
outsail,Verb
outscore,Verb
outsell,Verb
outset,Noun
outshine,Verb
outshout,Verb
outside,Adjective/Adverb/Noun
outside caliper,Noun
outside clinch,Noun
outside door,Noun
outside loop,Noun
outside marriage,Adverb
outside mirror,Noun
outsider,Noun
outsider art,Noun
outsize,Adjective/Noun
outsized,Adjective
outskirt,Noun
outskirts,Noun
outsmart,Verb
outsole,Noun
outsource,Verb
outspan,Verb
outspoken,Adjective
outspokenly,Adverb
outspokenness,Noun
outspread,Adjective
outstanding,Adjective
outstandingly,Adverb
outstare,Verb
outstation,Noun
outstay,Verb
outstretched,Adjective
outstrip,Verb
outstroke,Noun
outtake,Noun
outthrust,Noun
outturn,Noun
outvie,Verb
outvote,Verb
outward,Adjective/Adverb
outward-bound,Adjective
outward-developing,Adjective
outward-moving,Adjective
outwardly,Adverb
outwardness,Noun
outwards,Adverb
outwear,Verb
outweigh,Verb
outwit,Verb
outwork,Noun
ouzel,Noun
ouzo,Noun
ov,Noun
oval,Adjective/Noun
oval kumquat,Noun
oval office,Noun
oval window,Noun
oval-bodied,Adjective
oval-fruited,Adjective
oval-shaped,Adjective
ovalbumin,Noun
ovalipes,Noun
ovalipes ocellatus,Noun
ovarian,Adjective
ovarian artery,Noun
ovarian cyst,Noun
ovarian pregnancy,Noun
ovarian vein,Noun
ovariectomy,Noun
ovaritis,Noun
ovary,Noun
ovate,Adjective
ovate leaf,Noun
ovation,Noun
oven,Noun
oven broil,Verb
oven stuffer,Noun
oven stuffer roaster,Noun
oven thermometer,Noun
oven-ready,Adjective
oven-shaped,Adjective
ovenbake,Verb
ovenbird,Noun
ovenware,Noun
over,Adjective/Adverb/Noun
over again,Adverb
over and over,Adverb
over and over again,Adverb
over here,Adverb
over the counter security,Noun
over the counter stock,Noun
over-correct,Verb
over-crowding,Noun
over-embellished,Adjective
over-refine,Verb
over-the-counter,Adjective
over-the-counter drug,Noun
over-the-counter market,Noun
over-the-counter medicine,Noun
over-the-hill,Adjective
over-the-shoulder bombing,Noun
over-the-top,Adjective
overabundance,Noun
overabundant,Adjective
overachieve,Verb
overachievement,Noun
overachiever,Noun
overact,Verb
overacting,Noun
overactive,Adjective
overactivity,Noun
overage,Adjective/Noun
overaged,Adjective
overall,Adjective/Noun
overambitious,Adjective
overanxiety,Noun
overanxious,Adjective
overappraisal,Noun
overarch,Verb
overarm,Adjective
overawe,Verb
overawed,Adjective
overbalance,Verb
overbear,Verb
overbearing,Adjective
overbearingly,Adverb
overbearingness,Noun
overbid,Noun/Verb
overbite,Noun
overblown,Adjective
overboard,Adverb
overboil,Verb
overbold,Adjective
overburden,Noun/Verb
overburdened,Adjective
overbusy,Adjective
overcall,Noun
overcapitalisation,Noun
overcapitalise,Verb
overcapitalization,Noun
overcapitalize,Verb
overcareful,Adjective
overcast,Adjective/Noun/Verb
overcasting,Noun
overcautious,Adjective
overcharge,Noun/Verb
overclothe,Verb
overclothes,Noun
overcloud,Verb
overcoat,Noun
overcoating,Noun
overcome,Verb
overcomer,Noun
overcompensate,Verb
overcompensation,Noun
overconfidence,Noun
overconfident,Adjective
overcook,Verb
overcredulity,Noun
overcredulous,Adjective
overcritical,Adjective
overcrop,Verb
overcrossing,Noun
overcrowd,Verb
overcultivate,Verb
overcup oak,Noun
overcurious,Adjective
overdelicate,Adjective
overdo,Verb
overdone,Adjective
overdose,Verb
overdraft,Noun
overdraft credit,Noun
overdramatise,Verb
overdramatize,Verb
overdraw,Verb
overdress,Verb
overdressed,Adjective
overdrive,Noun/Verb
overdue,Adjective
overeager,Adjective
overeat,Verb
overeating,Noun
overemotional,Adjective
overemphasis,Noun
overemphasise,Verb
overemphasize,Verb
overenthusiastic,Adjective
overestimate,Noun/Verb
overestimation,Noun
overexcited,Adjective
overexert,Verb
overexert oneself,Verb
overexertion,Noun
overexploit,Verb
overexploitation,Noun
overexpose,Verb
overexposure,Noun
overextend,Verb
overfamiliar,Adjective
overfatigue,Verb
overfed,Adjective
overfeed,Verb
overfeeding,Noun
overfill,Verb
overflight,Noun
overflow,Noun/Verb
overflow incontinence,Noun
overflowing,Adjective
overfly,Verb
overfond,Adjective
overfull,Adjective
overgarment,Noun
overgeneralise,Verb
overgeneralize,Verb
overgenerous,Adjective
overgorge,Verb
overgreedy,Adjective
overgrow,Verb
overgrown,Adjective
overgrowth,Noun
overhand,Adjective
overhand knot,Noun
overhand pitch,Noun
overhand stitch,Noun
overhanded,Adjective
overhang,Noun/Verb
overhasty,Adjective
overhaul,Noun/Verb
overhead,Adjective/Adverb/Noun
overhead projector,Noun
overhead railway,Noun
overhear,Verb
overheat,Verb
overheated,Adjective
overheating,Noun
overindulge,Verb
overindulgence,Noun
overindulgent,Adjective
overjealous,Adjective
overjoy,Verb
overjoyed,Adjective
overkill,Noun
overladen,Adjective
overland,Adjective
overlap,Noun/Verb
overlapping,Noun
overlarge,Adjective
overlay,Noun/Verb
overlayer,Noun
overleaf,Adverb
overleap,Verb
overlie,Verb
overlip,Noun
overload,Noun/Verb
overloaded,Adjective
overlook,Noun/Verb
overlooked,Adjective
overlooking,Adjective
overlord,Noun
overlordship,Noun
overly,Adverb
overlying,Adjective
overmantel,Noun
overmaster,Verb
overmodest,Adjective
overmuch,Adjective/Adverb/Noun
overmuchness,Noun
overnice,Adjective
overnight,Adjective/Adverb
overnight bag,Noun
overnight case,Noun
overnighter,Noun
overpass,Noun
overpay,Verb
overpayment,Noun
overplay,Verb
overplus,Noun
overpopulate,Verb
overpopulation,Noun
overpower,Verb
overpowering,Adjective
overpoweringly,Adverb
overpraise,Verb
overpressure,Noun
overprice,Verb
overpriced,Adjective
overprint,Noun/Verb
overproduce,Verb
overproduction,Noun
overprotect,Verb
overprotection,Noun
overprotective,Adjective
overproud,Adjective
overrate,Verb
overrating,Noun
overreach,Verb
overreaching,Adjective
overreact,Verb
overreaction,Noun
overreckoning,Noun
overrefine,Verb
overrefined,Adjective
overrefinement,Noun
override,Noun/Verb
overriding,Adjective
overripe,Adjective
overrule,Verb
overrun,Noun/Verb
oversea,Adjective/Adverb
overseas,Adjective/Adverb
overseas cap,Noun
overseas telegram,Noun
oversee,Verb
overseer,Noun
oversensitive,Adjective
oversensitiveness,Noun
overserious,Adjective
oversew,Verb
oversewn,Adjective
oversexed,Adjective
overshadow,Verb
overshielding,Noun
overshoe,Noun
overshoot,Noun/Verb
overshot,Adjective
overside,Adverb
oversight,Noun
oversimplification,Noun
oversimplify,Verb
oversize,Adjective
oversized,Adjective
overskirt,Noun
oversleep,Verb
oversolicitous,Adjective
overspecialise,Verb
overspecialize,Verb
overspend,Verb
overspill,Noun
overspread,Verb
overstate,Verb
overstated,Adjective
overstatement,Noun
overstay,Verb
overstep,Verb
overstock,Verb
overstrain,Noun/Verb
overstress,Verb
overstretch,Verb
overstrung,Adjective
overstuff,Verb
overstuffed,Adjective
overstuffed chair,Noun
oversubscribed,Adjective
oversupply,Noun/Verb
oversuspicious,Adjective
overt,Adjective
overt operation,Noun
overtake,Verb
overtaking,Noun
overtax,Verb
overthrow,Noun/Verb
overthrust fault,Noun
overtime,Adverb/Noun
overtime period,Noun
overtire,Verb
overtly,Adverb
overtolerance,Noun
overtone,Noun
overtop,Verb
overtrump,Verb
overture,Noun
overturn,Noun/Verb
overturned,Adjective
overuse,Noun/Verb
overutilisation,Noun
overutilization,Noun
overvaliant,Adjective
overvaluation,Noun
overvalue,Verb
overview,Noun
overweary,Verb
overweening,Adjective
overweight,Adjective/Noun
overwhelm,Verb
overwhelming,Adjective
overwhelmingly,Adverb
overwinter,Verb
overwork,Noun/Verb
overworking,Noun
overwrite,Verb
overwrought,Adjective
overzealous,Adjective
ovibos,Noun
ovibos moschatus,Noun
ovid,Noun
oviduct,Noun
oviedo,Noun
oviform,Adjective
ovimbundu,Noun
ovine,Adjective
oviparous,Adjective
ovipositor,Noun
oviraptorid,Noun
ovis,Noun
ovis ammon,Noun
ovis aries,Noun
ovis canadensis,Noun
ovis montana dalli,Noun
ovis musimon,Noun
ovis poli,Noun
ovis vignei,Noun
ovocon,Noun
ovoflavin,Noun
ovoid,Adjective/Noun
ovolo,Noun
ovotestis,Noun
ovoviviparous,Adjective
ovral,Noun
ovrette,Noun
ovular,Adjective
ovulate,Verb
ovulation,Noun
ovulation method,Noun
ovulation method of family planning,Noun
ovule,Noun
ovulen,Noun
ovum,Noun
owe,Verb
owen,Noun
owen glendower,Noun
owen wister,Noun
owens,Noun
owensboro,Noun
